,Unnamed: 0,ID,OTAZKA,PEDAGOG,HODNOTA_CLOB_OCISTENO,LANG,token,lemma,pos,DetectSentiment,SENTIMENT,lemma_cleaned,token_cleaned,pos_cleaned
4938,4938,1479850,84,,"Fajn předmět. Makra se do praxe hodí a v práci jsem je hned využila, zároveň to může být takový úvod do úplně nejzákladnějšího programování.",['cs'],"['The' 'macro' 'is' 'good' 'for' 'practice' 'and' 'I' 'used' 'it' 'at'
 'work' 'immediately' ',' 'and' 'it' 'can' 'be' 'an' 'introduction' 'to'
 'the' 'most' 'basic' 'programming' '.']","['macro' 'good' 'practice' 'work' 'immediately' ',' 'introduction' 'basic'
 'program' '.']","['DET' 'NOUN' 'AUX' 'ADJ' 'ADP' 'NOUN' 'CCONJ' 'PRON' 'VERB' 'PRON' 'ADP'
 'NOUN' 'ADV' 'PUNCT' 'CCONJ' 'PRON' 'AUX' 'AUX' 'DET' 'NOUN' 'ADP' 'DET'
 'ADV' 'ADJ' 'NOUN' 'PUNCT']",positive,Positive,"macro good practice work immediately , introduction basic
 program .","The macro is good for practice and I used it at
 work immediately , and it can be an introduction to
 the most basic programming .","DET NOUN AUX ADJ ADP NOUN CCONJ PRON VERB PRON ADP
 NOUN ADV PUNCT CCONJ PRON AUX AUX DET NOUN ADP DET
 ADV ADJ NOUN PUNCT"
4939,4939,1479851,95,,"Nevím, do jaké míry to bylo tou online výukou, ale často se mi stávalo, že jsem cvičení vůbec nestíhala a aktivitu jsem pak musela dodělávat až  přes záznam, kvůli čemuž jsem pak nestihla docházet na svoje přednášky ve stejný den. Když člověk nemá dva monitory a musí mít na jedné půlce teamsy a na druhé ten zmenšený excel, dělá se to hrozně špatně.",['cs'],"['I' ""don't"" 'know' 'how' 'much' 'it' 'was' 'with' 'the' 'online'
 'teaching' ',' 'but' 'I' 'often' ""didn't"" 'have' 'time' 'to' 'do' 'the'
 'exercise' ',' 'and' 'then' 'I' 'had' 'to' 'finish' 'my' 'activity'
 'until' 'I' 'was' 'in' 'the']","['online' 'teach' ',' 'time' 'exercise' ',' 'finish' 'activity']","['PRON' 'VERB' 'VERB' 'ADV' 'ADJ' 'PRON' 'AUX' 'ADP' 'DET' 'ADJ' 'NOUN'
 'PUNCT' 'CCONJ' 'PRON' 'ADV' 'AUX' 'VERB' 'NOUN' 'PART' 'VERB' 'DET'
 'NOUN' 'PUNCT' 'CCONJ' 'ADV' 'PRON' 'VERB' 'PART' 'VERB' 'PRON' 'NOUN'
 'SCONJ' 'PRON' 'AUX' 'ADP' 'DET']",positive,Negative,"online teach , time exercise , finish activity","I ""dont"" know how much it was with the online
 teaching , but I often ""didnt"" have time to do the
 exercise , and then I had to finish my activity
 until I was in the","PRON VERB VERB ADV ADJ PRON AUX ADP DET ADJ NOUN
 PUNCT CCONJ PRON ADV AUX VERB NOUN PART VERB DET
 NOUN PUNCT CCONJ ADV PRON VERB PART VERB PRON NOUN
 SCONJ PRON AUX ADP DET"
4940,4940,1475320,90,,samozřejmě základní věci z MZI,['cs'],"['of' 'course' ',' 'basic' 'things' 'from' 'the' 'Ministry' 'of' 'Finance']","[',' 'basic' 'thing' 'Ministry' 'Finance']",['ADV' 'ADV' 'PUNCT' 'ADJ' 'NOUN' 'ADP' 'DET' 'PROPN' 'ADP' 'PROPN'],negative,Neutral,", basic thing Ministry Finance","of course , basic things from the Ministry of Finance",ADV ADV PUNCT ADJ NOUN ADP DET PROPN ADP PROPN
4941,4941,1475598,84,,"cvičení byly super, díky nim mě informatika po dlouhé době bavila, paní Veselá je úžasná a mrzí mě, že jsme s ní nemohli mít hodiny prezenčně :/",['cs'],"['I' 'enjoyed' 'the' 'exercises' 'after' 'a' 'long' 'time' ',' 'Mrs' '.'
 'Veselá' 'is' 'amazing' 'and' 'I' 'am' 'sorry' 'that' 'we' ""couldn't""
 'have' 'a' 'class' 'with' 'her' ':']","['enjoy' 'exercise' 'long' 'time' ',' 'Mrs' '.' 'Veselá' 'amazing' 'class'
 ':']","['PRON' 'VERB' 'DET' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT' 'PROPN'
 'PUNCT' 'PROPN' 'AUX' 'ADJ' 'CCONJ' 'PRON' 'AUX' 'ADJ' 'SCONJ' 'PRON'
 'AUX' 'VERB' 'DET' 'NOUN' 'ADP' 'PRON' 'PUNCT']",positive,Positive,"enjoy exercise long time , Mrs . Veselá amazing class
 :","I enjoyed the exercises after a long time , Mrs .
 Veselá is amazing and I am sorry that we ""couldnt""
 have a class with her :","PRON VERB DET NOUN ADP DET ADJ NOUN PUNCT PROPN
 PUNCT PROPN AUX ADJ CCONJ PRON AUX ADJ SCONJ PRON
 AUX VERB DET NOUN ADP PRON PUNCT"
4942,4942,1485317,97,,Praktické vyučování,['cs'],['Practical' 'Teaching'],['Practical' 'Teaching'],['ADJ' 'NOUN'],na'],Positive,Practical Teaching,Practical Teaching,ADJ NOUN
4943,4943,1485392,83,,Lepší už to být asi nemůže,['cs'],"['It' ""couldn't"" 'be' 'better' '.']",['.'],['PRON' 'AUX' 'AUX' 'ADJ' 'PUNCT'],positive,Negative,.,"It ""couldnt"" be better .",PRON AUX AUX ADJ PUNCT
4944,4944,1485398,84,,"pochopitelný, lidský a exemplární výklad.",['cs'],"['understandable' ',' 'human' 'and' 'exemplary' 'interpretation' '.']","['understandable' ',' 'human' 'exemplary' 'interpretation' '.']",['ADJ' 'PUNCT' 'ADJ' 'CCONJ' 'ADJ' 'NOUN' 'PUNCT'],negative,Positive,"understandable , human exemplary interpretation .","understandable , human and exemplary interpretation .",ADJ PUNCT ADJ CCONJ ADJ NOUN PUNCT
4945,4945,1485401,95,,Nic co by souviselo s předmětem.,['cs'],['Nothing' 'related' 'to' 'the' 'subject' '.'],['relate' 'subject' '.'],['PRON' 'ADJ' 'ADP' 'DET' 'NOUN' 'PUNCT'],positive,Negative,relate subject .,Nothing related to the subject .,PRON ADJ ADP DET NOUN PUNCT
4946,4946,1485402,97,,Úspora času při dojíždění do školy a sdílení přednášek.,['cs'],"['Saving' 'time' 'when' 'commuting' 'to' 'school' 'and' 'sharing'
 'lectures' '.']",['Saving' 'time' 'commute' 'school' 'share' 'lecture' '.'],['VERB' 'NOUN' 'ADV' 'VERB' 'ADP' 'NOUN' 'CCONJ' 'VERB' 'NOUN' 'PUNCT'],negative,Positive,Saving time commute school share lecture .,"Saving time when commuting to school and sharing
 lectures .",VERB NOUN ADV VERB ADP NOUN CCONJ VERB NOUN PUNCT
4947,4947,1485412,83,,"přednášky byly přednášeny moc monotónně, zvlášť v době online výuce bylo těžké se soustředit",['cs'],"['lectures' 'were' 'lectured' 'too' 'monotonously' ',' 'especially'
 'during' 'online' 'teaching' 'it' 'was' 'hard' 'to' 'concentrate']","['lecture' 'lecture' 'monotonously' ',' 'online' 'teach' 'hard'
 'concentrate']","['NOUN' 'AUX' 'VERB' 'ADV' 'ADV' 'PUNCT' 'ADV' 'ADP' 'ADJ' 'NOUN' 'PRON'
 'AUX' 'ADJ' 'PART' 'VERB']",positive,Negative,"lecture lecture monotonously , online teach hard
 concentrate","lectures were lectured too monotonously , especially
 during online teaching it was hard to concentrate","NOUN AUX VERB ADV ADV PUNCT ADV ADP ADJ NOUN PRON
 AUX ADJ PART VERB"
4948,4948,1485417,84,,umět pracovat s MS mi přijde velmi přínosné do budoucí kariéry,['cs'],"['to' 'be' 'able' 'to' 'work' 'with' 'MS' 'seems' 'very' 'beneficial' 'to'
 'me' 'in' 'future' 'careers']",['work' 'MS' 'beneficial' 'future' 'career'],"['PART' 'AUX' 'ADJ' 'PART' 'VERB' 'ADP' 'PROPN' 'VERB' 'ADV' 'ADJ' 'ADP'
 'PRON' 'ADP' 'NOUN' 'NOUN']",negative,Positive,work MS beneficial future career,"to be able to work with MS seems very beneficial to
 me in future careers","PART AUX ADJ PART VERB ADP PROPN VERB ADV ADJ ADP
 PRON ADP NOUN NOUN"
4949,4949,1485418,95,,nic mě nenapadá ,['cs'],"['I' ""can't"" 'think' 'of' 'anything' '.']",['.'],['PRON' 'VERB' 'VERB' 'ADP' 'PRON' 'PUNCT'],positive,Negative,.,"I ""cant"" think of anything .",PRON VERB VERB ADP PRON PUNCT
4950,4950,1485421,97,,"žádné, možná možnost naučit se Excel na Macbooku, na kterém pracuji. Přijde mi to mnohem lepší a užitečnější ",['cs'],"['No' ',' 'maybe' 'the' 'opportunity' 'to' 'learn' 'Excel' 'on' 'Macbook'
 ""I'm"" 'working' 'on' '.']","[',' 'opportunity' 'learn' 'Excel' 'Macbook' 'work' '.']","['INTJ' 'PUNCT' 'ADV' 'DET' 'NOUN' 'PART' 'VERB' 'PROPN' 'ADP' 'PROPN'
 'PROPN' 'VERB' 'ADP' 'PUNCT']",negative,Positive,", opportunity learn Excel Macbook work .","No , maybe the opportunity to learn Excel on Macbook
 ""Im"" working on .","INTJ PUNCT ADV DET NOUN PART VERB PROPN ADP PROPN
 PROPN VERB ADP PUNCT"
4955,4955,1485512,83,,Reakční doba na dotazy (předmět byl koncipován agilně),['cs'],"['Reaction' 'Time' 'for' 'Questions' '(' 'the' 'subject' 'was' 'conceived'
 'agilely' ')']",['Reaction' 'Time' 'Questions' '(' 'subject' 'conceive' 'agilely' ')'],"['NOUN' 'NOUN' 'ADP' 'NOUN' 'PUNCT' 'DET' 'NOUN' 'AUX' 'VERB' 'ADV'
 'PUNCT']",positive,Negative,Reaction Time Questions ( subject conceive agilely ),"Reaction Time for Questions ( the subject was conceived
 agilely )","NOUN NOUN ADP NOUN PUNCT DET NOUN AUX VERB ADV
 PUNCT"
4956,4956,1485517,84,,Nahrané video předášky,['cs'],['Recorded' 'video' 'transmissions'],['Recorded' 'video' 'transmission'],['VERB' 'NOUN' 'NOUN'],na'],Positive,Recorded video transmission,Recorded video transmissions,VERB NOUN NOUN
4957,4957,1490091,97,,"Možnost přepojení se do jiné schůzky v týmu, kde lze v klidu pracovat na zadaném úkolu ez vzájemného vyrušování a obcházení týmů učiteli, kteří studentům radí",['cs'],"['The' 'possibility' 'of' 'joining' 'another' 'meeting' 'on' 'the' 'team'
 'where' 'you' 'can' 'work' 'in' 'peace' 'on' 'the' 'task' 'you' 'have'
 'entered' 'without' 'interrupting' 'and' 'bypassing' 'teams' 'teachers'
 'who' 'advise' 'students']","['possibility' 'join' 'meet' 'team' 'work' 'peace' 'task' 'enter'
 'interrupt' 'bypass' 'team' 'teacher' 'advise' 'student']","['DET' 'NOUN' 'SCONJ' 'VERB' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADV' 'PRON'
 'AUX' 'VERB' 'ADP' 'NOUN' 'ADP' 'DET' 'NOUN' 'PRON' 'AUX' 'VERB' 'SCONJ'
 'VERB' 'CCONJ' 'VERB' 'NOUN' 'NOUN' 'PRON' 'VERB' 'NOUN']",positive,Positive,"possibility join meet team work peace task enter
 interrupt bypass team teacher advise student","The possibility of joining another meeting on the team
 where you can work in peace on the task you have
 entered without interrupting and bypassing teams teachers
 who advise students","DET NOUN SCONJ VERB DET NOUN ADP DET NOUN ADV PRON
 AUX VERB ADP NOUN ADP DET NOUN PRON AUX VERB SCONJ
 VERB CCONJ VERB NOUN NOUN PRON VERB NOUN"
4958,4958,1476115,95,,Např. někteří učitelé nejsou schopni sdílet obrazovku a popisují látku pouze slovně. Osobně se takto často ztrácím.,['cs'],"['For' 'example' ',' 'some' 'teachers' 'are' 'unable' 'to' 'share' 'a'
 'screen' 'and' 'describe' 'the' 'substance' 'only' 'verbally' '.'
 'Personally' ',' 'I' 'often' 'disappear' '.']","[',' 'teacher' 'unable' 'share' 'screen' 'describe' 'substance' 'verbally'
 '.' 'Personally' ',' 'disappear' '.']","['ADP' 'NOUN' 'PUNCT' 'DET' 'NOUN' 'AUX' 'ADJ' 'PART' 'VERB' 'DET' 'NOUN'
 'CCONJ' 'VERB' 'DET' 'NOUN' 'ADV' 'ADV' 'PUNCT' 'ADV' 'PUNCT' 'PRON'
 'ADV' 'VERB' 'PUNCT']",positive,Negative,", teacher unable share screen describe substance verbally
 . Personally , disappear .","For example , some teachers are unable to share a
 screen and describe the substance only verbally .
 Personally , I often disappear .","ADP NOUN PUNCT DET NOUN AUX ADJ PART VERB DET NOUN
 CCONJ VERB DET NOUN ADV ADV PUNCT ADV PUNCT PRON
 ADV VERB PUNCT"
4959,4959,1476116,97,,Celé fungování všech aktuálních prvků mi vyhovovalo.,['cs'],"['The' 'whole' 'operation' 'of' 'all' 'the' 'current' 'elements' 'was'
 'fine' 'with' 'me' '.']",['operation' 'current' 'element' 'fine' '.'],"['DET' 'ADJ' 'NOUN' 'ADP' 'DET' 'DET' 'ADJ' 'NOUN' 'AUX' 'ADJ' 'ADP'
 'PRON' 'PUNCT']",negative,Positive,operation current element fine .,"The whole operation of all the current elements was
 fine with me .","DET ADJ NOUN ADP DET DET ADJ NOUN AUX ADJ ADP
 PRON PUNCT"
4960,4960,1476470,95,,Např. někteří učitelé nejsou schopni sdílet obrazovku a popisují látku pouze slovně. Osobně se takto často ztrácím.,['cs'],"['For' 'example' ',' 'some' 'teachers' 'are' 'unable' 'to' 'share' 'a'
 'screen' 'and' 'describe' 'the' 'substance' 'only' 'verbally' '.'
 'Personally' ',' 'I' 'often' 'disappear' '.']","[',' 'teacher' 'unable' 'share' 'screen' 'describe' 'substance' 'verbally'
 '.' 'Personally' ',' 'disappear' '.']","['ADP' 'NOUN' 'PUNCT' 'DET' 'NOUN' 'AUX' 'ADJ' 'PART' 'VERB' 'DET' 'NOUN'
 'CCONJ' 'VERB' 'DET' 'NOUN' 'ADV' 'ADV' 'PUNCT' 'ADV' 'PUNCT' 'PRON'
 'ADV' 'VERB' 'PUNCT']",positive,Negative,", teacher unable share screen describe substance verbally
 . Personally , disappear .","For example , some teachers are unable to share a
 screen and describe the substance only verbally .
 Personally , I often disappear .","ADP NOUN PUNCT DET NOUN AUX ADJ PART VERB DET NOUN
 CCONJ VERB DET NOUN ADV ADV PUNCT ADV PUNCT PRON
 ADV VERB PUNCT"
4961,4961,1476472,97,,Jsem spokojen.,['cs'],"[""I'm"" 'happy' '.']",['happy' '.'],['PROPN' 'ADJ' 'PUNCT'],negative,Positive,happy .,"Im"" happy .",PROPN ADJ PUNCT
4962,4962,1476573,83,,přístup pana profesora k výuce,['cs'],"[""Professor's"" 'approach' 'to' 'teaching']","[""Professor's"" 'approach' 'teach']",['PROPN' 'NOUN' 'ADP' 'VERB'],positive,Negative,"Professors"" approach teach","Professors"" approach to teaching",PROPN NOUN ADP VERB
4963,4963,1476839,83,,"vysvětlit látku před aplikováním v domácích úkolech,zakázat zipper, je to nejméně uživatelsky přívětivý program(méně času zabralo samotné programování)",['cs'],"['explain' 'the' 'substance' 'before' 'applying' 'in' 'homework' ','
 'disable' 'zipper' ',' 'it' 'is' 'the' 'least' 'user-friendly' 'program'
 '(' 'less' 'time' 'took' 'the' 'programming' 'itself' ')']","['explain' 'substance' 'apply' 'homework' ',' 'disable' 'zipper' ','
 'user-friendly' 'program' '(' 'time' 'program' ')']","['VERB' 'DET' 'NOUN' 'SCONJ' 'VERB' 'ADP' 'NOUN' 'PUNCT' 'ADJ' 'NOUN'
 'PUNCT' 'PRON' 'AUX' 'DET' 'ADJ' 'ADJ' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'VERB'
 'DET' 'NOUN' 'PRON' 'PUNCT']",negative,Negative,"explain substance apply homework , disable zipper ,
 user-friendly program ( time program )","explain the substance before applying in homework ,
 disable zipper , it is the least user-friendly program
 ( less time took the programming itself )","VERB DET NOUN SCONJ VERB ADP NOUN PUNCT ADJ NOUN
 PUNCT PRON AUX DET ADJ ADJ NOUN PUNCT ADJ NOUN VERB
 DET NOUN PRON PUNCT"
4964,4964,1482708,84,,"Líbí se mi koncept přednášek a zvané přednášky. 
Zároveň koncept prezentací studentů je dobrý, avšak by bylo dobré poskytnout i podklady od cvičícího, nikoli pouze prezentace studentů.",['cs'],"['I' 'like' 'the' 'concept' 'of' 'lectures' 'and' 'the' 'termed'
 'lectures' '.' 'At' 'the' 'same' 'time' ',' 'the' 'concept' 'of'
 'presentation' 'of' 'students' 'is' 'good' ',' 'but' 'it' 'would' 'be'
 'good' 'to' 'provide' 'the' 'background' 'from' 'the' 'trainer']","['concept' 'lecture' 'term' 'lecture' '.' 'time' ',' 'concept'
 'presentation' 'student' 'good' ',' 'good' 'provide' 'background'
 'trainer']","['PRON' 'VERB' 'DET' 'NOUN' 'ADP' 'NOUN' 'CCONJ' 'DET' 'VERB' 'NOUN'
 'PUNCT' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT' 'DET' 'NOUN' 'ADP' 'NOUN' 'ADP'
 'NOUN' 'AUX' 'ADJ' 'PUNCT' 'CCONJ' 'PRON' 'AUX' 'AUX' 'ADJ' 'PART' 'VERB'
 'DET' 'NOUN' 'ADP' 'DET' 'NOUN']",positive,Positive,"concept lecture term lecture . time , concept
 presentation student good , good provide background
 trainer","I like the concept of lectures and the termed
 lectures . At the same time , the concept of
 presentation of students is good , but it would be
 good to provide the background from the trainer","PRON VERB DET NOUN ADP NOUN CCONJ DET VERB NOUN
 PUNCT ADP DET ADJ NOUN PUNCT DET NOUN ADP NOUN ADP
 NOUN AUX ADJ PUNCT CCONJ PRON AUX AUX ADJ PART VERB
 DET NOUN ADP DET NOUN"
4965,4965,1486976,83,,větší interakce se studenty ,['cs'],['greater' 'interaction' 'with' 'students'],['great' 'interaction' 'student'],['ADJ' 'NOUN' 'ADP' 'NOUN'],negative,Negative,great interaction student,greater interaction with students,ADJ NOUN ADP NOUN
4966,4966,1486981,95,,"příliš brzké cvičení (mozek ještě nefunguje takhle po ránu, k tomu je předmět dost těžký)",['cs'],"['too' 'early' 'exercise' '(' 'brain' 'does' 'not' 'work' 'like' 'this'
 'in' 'the' 'morning' ',' 'for' 'this' 'is' 'the' 'object' 'hard' 'enough'
 ')']","['early' 'exercise' '(' 'brain' 'work' 'morning' ',' 'object' 'hard' ')']","['ADV' 'ADJ' 'NOUN' 'PUNCT' 'NOUN' 'AUX' 'PART' 'VERB' 'ADP' 'PRON' 'ADP'
 'DET' 'NOUN' 'PUNCT' 'ADP' 'PRON' 'AUX' 'DET' 'NOUN' 'ADV' 'ADV' 'PUNCT']",negative,Negative,"early exercise ( brain work morning , object hard )","too early exercise ( brain does not work like this
 in the morning , for this is the object hard enough
 )","ADV ADJ NOUN PUNCT NOUN AUX PART VERB ADP PRON ADP
 DET NOUN PUNCT ADP PRON AUX DET NOUN ADV ADV PUNCT"
4969,4969,1487240,90,,Softwarové inženýrství- tvorba aplikace(databáze),['cs'],['Software' 'engineering' '-' 'application' 'creation' '(' 'database' ')'],['Software' 'engineering' '-' 'application' 'creation' '(' 'database' ')'],['PROPN' 'VERB' 'PUNCT' 'NOUN' 'NOUN' 'PUNCT' 'NOUN' 'PUNCT'],positive,Neutral,Software engineering - application creation ( database ),Software engineering - application creation ( database ),PROPN VERB PUNCT NOUN NOUN PUNCT NOUN PUNCT
4970,4970,1487378,83,,Trošičku udělat zajímavější přednášky.,['cs'],['A' 'little' 'bit' 'more' 'interesting' 'lectures' '.'],['bit' 'interest' 'lecture' '.'],['DET' 'ADJ' 'NOUN' 'ADV' 'ADJ' 'NOUN' 'PUNCT'],negative,Negative,bit interest lecture .,A little bit more interesting lectures .,DET ADJ NOUN ADV ADJ NOUN PUNCT
4971,4971,1487380,90,,s databázemi- tvorba databází,['cs'],['database' 'creation'],['database' 'creation'],['NOUN' 'NOUN'],na'],Neutral,database creation,database creation,NOUN NOUN
4972,4972,1487382,84,,způsob výuky Ing. M. Valového,['cs'],['method' 'of' 'teaching' 'Ing' '.' 'M' '.' 'Valova'],['method' 'teach' 'Ing' '.' '.' 'Valova'],['NOUN' 'ADP' 'NOUN' 'PROPN' 'PUNCT' 'NOUN' 'PUNCT' 'PROPN'],positive,Positive,method teach Ing . . Valova,method of teaching Ing . M . Valova,NOUN ADP NOUN PROPN PUNCT NOUN PUNCT PROPN
4973,4973,1487385,97,,online přednášky,['cs'],['online' 'lectures'],['online' 'lecture'],['ADJ' 'NOUN'],na'],Positive,online lecture,online lectures,ADJ NOUN
4976,4976,1487871,83,,"Tento předmět není ideální pro online výuku.
Možná by mohlo být zajímavé pojmout rétoriku novodobě a do výuky začlenit řečnictví a přednášení právě ve virtuálním světě. Případně zkusit navrhnout postupy jak co nejlépe mluvit právě online.",['cs'],"['This' 'course' 'is' 'not' 'ideal' 'for' 'online' 'teaching' '.'
 'Perhaps' 'it' 'could' 'be' 'interesting' 'to' 'embrace' 'the' 'rhetoric'
 'of' 'modern' 'times' 'and' 'include' 'rhetoric' 'and' 'lectures' 'in'
 'the' 'virtual' 'world' '.' 'Alternatively' 'try' 'to' 'suggest']","['ideal' 'online' 'teach' '.' 'interest' 'embrace' 'rhetoric' 'modern'
 'time' 'include' 'rhetoric' 'lecture' 'virtual' 'world' '.'
 'Alternatively' 'suggest']","['DET' 'NOUN' 'AUX' 'PART' 'ADJ' 'ADP' 'ADJ' 'NOUN' 'PUNCT' 'ADV' 'PRON'
 'AUX' 'AUX' 'ADJ' 'PART' 'VERB' 'DET' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'CCONJ'
 'VERB' 'NOUN' 'CCONJ' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT' 'ADV'
 'VERB' 'PART' 'VERB']",negative,Negative,"ideal online teach . interest embrace rhetoric modern
 time include rhetoric lecture virtual world .
 Alternatively suggest","This course is not ideal for online teaching .
 Perhaps it could be interesting to embrace the rhetoric
 of modern times and include rhetoric and lectures in
 the virtual world . Alternatively try to suggest","DET NOUN AUX PART ADJ ADP ADJ NOUN PUNCT ADV PRON
 AUX AUX ADJ PART VERB DET NOUN ADP ADJ NOUN CCONJ
 VERB NOUN CCONJ NOUN ADP DET ADJ NOUN PUNCT ADV
 VERB PART VERB"
4981,4981,1477779,83,,monotonní přednášky,['cs'],['monotonous' 'lectures'],['monotonous' 'lecture'],['ADJ' 'NOUN'],na'],Negative,monotonous lecture,monotonous lectures,ADJ NOUN
4982,4982,1484034,90,,Hodně slovíček bylo použito i v Marketingu pro informatiky a statistiky.,['cs'],"['Many' 'words' 'were' 'used' 'in' 'Marketing' 'for' 'computer' 'science'
 'and' 'statistics' '.']",['word' 'Marketing' 'computer' 'science' 'statistics' '.'],"['ADJ' 'NOUN' 'AUX' 'VERB' 'ADP' 'PROPN' 'ADP' 'NOUN' 'NOUN' 'CCONJ'
 'NOUN' 'PUNCT']",positive,Neutral,word Marketing computer science statistics .,"Many words were used in Marketing for computer science
 and statistics .","ADJ NOUN AUX VERB ADP PROPN ADP NOUN NOUN CCONJ
 NOUN PUNCT"
4983,4983,1484036,84,,Skupinová práce byla super.,['cs'],['Group' 'work' 'was' 'great' '.'],['Group' 'work' 'great' '.'],['NOUN' 'NOUN' 'AUX' 'ADJ' 'PUNCT'],negative,Positive,Group work great .,Group work was great .,NOUN NOUN AUX ADJ PUNCT
4984,4984,1484039,97,,"Skupinová práce v jednotlivých týmech, kdy jsme si zavolali mimo a o pár minut později se vrátili zpět.",['cs'],"['Group' 'work' 'in' 'individual' 'teams' 'when' 'we' 'called' 'off' 'and'
 'a' 'few' 'minutes' 'later' 'they' 'came' 'back' '.']",['Group' 'work' 'individual' 'team' 'call' 'minute' 'back' '.'],"['NOUN' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'ADV' 'PRON' 'VERB' 'ADP' 'CCONJ' 'DET'
 'ADJ' 'NOUN' 'ADV' 'PRON' 'VERB' 'ADV' 'PUNCT']",positive,Positive,Group work individual team call minute back .,"Group work in individual teams when we called off and
 a few minutes later they came back .","NOUN NOUN ADP ADJ NOUN ADV PRON VERB ADP CCONJ DET
 ADJ NOUN ADV PRON VERB ADV PUNCT"
